engine,scenario,minute,thermal_load_input,degradation_input,thermal_load_high,primary_cooling_degraded,backup_reserve_stressed,power_constraint,process_thermal_risk,alarm_interpreted,authorization_ready,intervention_executed,physical_risk_probability,decision_response_probability,uncontained_risk_probability,contained_or_avoided_probability,trace
NumPy density matrix,Sensor-only,107,0.0,1.0,0.7256503055850059,0.49165134066857463,0.36740824678650935,0.06772360490429945,0.18588834640772006,0.3491194849618718,0.030665775803366473,0.0016707053001295586,0.18588834640772006,0.0016707053001295586,0.18551705072280733,0.001299409615216742,0.9999999999999941
NumPy density matrix,Sensor-only,108,0.0,1.0,0.7183938025291562,0.4926836154448839,0.36993901355544456,0.06925711739281741,0.18993479798948965,0.3508848075193193,0.031973569848735214,0.001779099355642422,0.18993479798948965,0.001779099355642422,0.1895262335003366,0.0013705348664894393,0.9999999999999944
NumPy density matrix,Sensor-only,109,0.0,1.0,0.7112098645038647,0.493525674323102,0.3723377159165297,0.0708046215942523,0.19400876518171659,0.35271520197678513,0.03329301461948139,0.001897511078625782,0.19400876518171659,0.001897511078625782,0.19355923669557712,0.0014479825924863144,0.9999999999999941
NumPy density matrix,Sensor-only,110,0.0,1.0,0.7040977658588263,0.4941788609233216,0.37460643851088016,0.07236549268673861,0.19810868901656828,0.3546233639788891,0.03462401933592362,0.0020263013747744826,0.19810868901656828,0.0020263013747744826,0.19761431754695574,0.0015319299051619474,0.999999999999994
NumPy density matrix,Sensor-only,111,0.0,1.0,0.6970567882002374,0.4946446321826673,0.3767472339560253,0.07393915136909997,0.20223288809118678,0.3566210815498946,0.03596668054310023,0.0021658267232988267,0.20223288809118678,0.0021658267232988267,0.20168961547544126,0.001622554107553316,0.999999999999994
NumPy density matrix,Sensor-only,112,0.0,1.0,0.6900862203182351,0.4949245501742042,0.37876210805489446,0.07552506629373139,0.20637955481527956,0.3587191185736353,0.03732127873142001,0.002316439722588702,0.20637955481527956,0.002316439722588702,0.20578314906880077,0.001720033976109944,0.9999999999999938
NumPy density matrix,Sensor-only,113,0.0,1.0,0.6831853581150533,0.4950202739489281,0.3806530076475446,0.07712275564319637,0.21054675240522147,0.36092710781535503,0.038688273201376404,0.0024784897468584145,0.21054675240522147,0.0024784897468584145,0.20989281375188407,0.0018245510935209785,0.999999999999994
NumPy density matrix,Sensor-only,114,0.0,1.0,0.6763535045339024,0.4949335514472876,0.38242181109508855,0.0787317878389395,0.21473241264102086,0.3632534544728528,0.04006829526259064,0.0026523237028158015,0.21473241264102086,0.0026523237028158015,0.2140163801530552,0.0019362912148501435,0.9999999999999939
NumPy density matrix,Sensor-only,115,0.0,1.0,0.6695899694885639,0.49466621152907697,0.3840703213509356,0.08035178138379306,0.218934334397607,0.3657052511737975,0.0414621398652135,0.0028382868744486096,0.218934334397607,0.0028382868744486096,0.21815149317289315,0.002055445649734887,0.9999999999999939
NumPy density matrix,Sensor-only,116,0.0,1.0,0.6628940697936773,0.49422015617247256,0.3856002615416413,0.08198240385298948,0.22315018295741992,0.3682882052763708,0.04287075576843691,0.0030367238431971578,0.22315018295741992,0.0030367238431971578,0.22229567175773404,0.002182212643511322,0.9999999999999939
NumPy density matrix,Sensor-only,117,0.0,1.0,0.6562651290957415,0.493597352894458,0.387013272948851,0.08362337006097062,0.22737749010723285,0.37100657927813174,0.04429523435692461,0.003247979470082546,0.22737749010723285,0.003247979470082546,0.22644630937752386,0.0023167987403735556,0.9999999999999939
NumPy density matrix,Sensor-only,118,0.0,1.0,0.6497024778047834,0.49279982744583484,0.3883109152554491,0.08527443944324083,0.23161365501851136,0.3738631450884424,0.04573679722169378,0.003472399925783502,0.23161365501851136,0.003472399925783502,0.23060067520477945,0.0024594201120515017,0.9999999999999938
NumPy density matrix,Sensor-only,119,0.0,1.0,0.6432054530267359,0.4918296568343655,0.389494668893395,0.08693541270365474,0.23585594590739725,0.3768591528674504,0.0471967826276578,0.003710333754202107,0.23585594590739725,0.003710333754202107,0.23475591598918222,0.0026103038359870778,0.9999999999999938
NumPy density matrix,Sensor-only,120,0.0,1.0,0.6367733984964687,0.4906889627293303,0.39056593930822486,0.08860612778772516,0.24010150246757045,0.37999431507335374,0.04867663099588069,0.003962132954731435,0.24010150246757045,0.003962132954731435,0.23890905862044143,0.002769689107602479,0.9999999999999937
NumPy density matrix,Accelerated-response,0,0.0,0.0,0.020000000000000025,0.014999999999999993,0.010106831190328748,0.010018907681419447,0.005042660820438494,0.005000000000000006,0.0020000000000000005,0.0010000000000000002,0.005042660820438494,0.0010000000000000002,0.005037618159618055,0.000994957339179561,1.0000000000000002
NumPy density matrix,Accelerated-response,1,0.0,0.0,0.01999999999999999,0.015000000000000015,0.010228868705892478,0.010039649776672772,0.005093965570588653,0.005,0.0019999999999999996,0.001,0.005093965570588653,0.001,0.005088871605018065,0.0009949060344294108,1.0
NumPy density matrix,Accelerated-response,2,0.0,0.0,0.020000000000000018,0.015000000000000005,0.010365940069607386,0.010062273673964332,0.005154034148561764,0.005,0.0019999999999999987,0.001000000000000001,0.005154034148561764,0.001000000000000001,0.0051488801144132035,0.0009948459658514388,1.0000000000000002
NumPy density matrix,Accelerated-response,3,0.0,0.0,0.019999999999999997,0.015000000000000012,0.010517851919230206,0.01008682882601698,0.005222992147044432,0.005000000000000004,0.002000000000000002,0.001,0.005222992147044432,0.001,0.005217769154897387,0.0009947770078529558,0.9999999999999999
NumPy density matrix,Accelerated-response,4,0.0,0.0,0.02,0.015000000000000003,0.01068439035766754,0.01011336657208995,0.005300970222842765,0.005000000000000004,0.001999999999999999,0.0010000000000000013,0.005300970222842765,0.0010000000000000013,0.005295669252619921,0.0009946990297771579,1.0000000000000002
NumPy density matrix,Accelerated-response,5,0.0,0.0,0.02000000000000001,0.014999999999999993,0.010865321338116653,0.010141939951588604,0.005388103413445477,0.005000000000000005,0.0019999999999999974,0.0010000000000000013,0.005388103413445477,0.0010000000000000013,0.00538271531003203,0.0009946118965865553,1.0
NumPy density matrix,Accelerated-response,6,0.0,0.0,0.019999999999999997,0.015000000000000006,0.011060391083161793,0.010172603509833535,0.00548453040257387,0.005000000000000005,0.0020000000000000018,0.0010000000000000007,0.00548453040257387,0.0010000000000000007,0.005479045872171295,0.0009945154695974263,1.0
NumPy density matrix,Accelerated-response,7,0.0,0.0,0.020000000000000018,0.015000000000000001,0.011269326536877152,0.010205413096582289,0.005590392736952592,0.005000000000000007,0.002000000000000001,0.001,0.005590392736952592,0.001,0.005584802344215637,0.0009944096072630468,1.0
NumPy density matrix,Accelerated-response,8,0.0,0.0,0.020000000000000018,0.01500000000000002,0.011491835848916715,0.010240425657920126,0.005705833996798754,0.005000000000000003,0.002,0.0009999999999999998,0.005705833996798754,0.0009999999999999998,0.005700128162801955,0.000994294166003201,0.9999999999999999
NumPy density matrix,Accelerated-response,9,0.08333333333333333,0.0,0.020349292962552702,0.01500000000000001,0.011729015088355894,0.010277702430628954,0.005831005100572193,0.005000000000000002,0.001999999999999998,0.0010000000000000022,0.005831005100572193,0.0010000000000000022,0.005825174095471621,0.0009941689948994288,0.9999999999999999
NumPy density matrix,Accelerated-response,10,0.16666666666666666,0.0,0.02105583889929661,0.015000000000000008,0.011982168566867027,0.010317309673702028,0.005966065817225196,0.005000000000000009,0.0019999999999999987,0.0009999999999999994,0.005966065817225196,0.0009999999999999994,0.00596009975140797,0.0009940339341827742,0.9999999999999999
NumPy density matrix,Accelerated-response,11,0.25,0.0,0.022136393149268335,0.015000000000000013,0.012252831566009823,0.010359319501755811,0.0061111865717197724,0.005,0.002000000000000001,0.0009999999999999998,0.0061111865717197724,0.0009999999999999998,0.0061050753851480495,0.0009938888134282807,1.0
NumPy density matrix,Accelerated-response,12,0.3333333333333333,0.0,0.02361643451313954,0.014999999999999998,0.012542796457673028,0.010403810833473399,0.006266550588777473,0.005000000000000008,0.002,0.0010000000000000002,0.006266550588777473,0.0010000000000000002,0.006260284038188695,0.000993733449411223,1.0
NumPy density matrix,Accelerated-response,13,0.4166666666666667,0.0,0.025530052416106334,0.015000000000000005,0.01285414182735572,0.01045087046715363,0.006432356419944936,0.005000000000000005,0.0019999999999999987,0.001,0.006432356419944936,0.001,0.0064259240635249895,0.000993567643580055,0.9999999999999999
NumPy density matrix,Accelerated-response,14,0.5,0.0,0.02791978753138254,0.015000000000000019,0.013189264151094332,0.010500594293970246,0.006608820898173934,0.005000000000000003,0.002000000000000002,0.0010000000000000002,0.006608820898173934,0.0010000000000000002,0.006602212077275764,0.0009933911791018262,0.9999999999999997
NumPy density matrix,Accelerated-response,15,0.5833333333333334,0.0,0.030836418470481245,0.015000000000000017,0.013550911511849166,0.010553088657643593,0.006796182562105612,0.005000000000000004,0.0020000000000000005,0.0009999999999999996,0.006796182562105612,0.0009999999999999996,0.0067893863795435066,0.0009932038174378939,1.0
NumPy density matrix,Accelerated-response,16,0.6666666666666666,0.05,0.03433868539054505,0.015152321569372374,0.013943524377402875,0.010608475363266577,0.006994712644573212,0.005000000000000004,0.0019999999999999987,0.0009999999999999998,0.006994712644573212,0.0009999999999999998,0.006987717931928638,0.000993005287355427,0.9999999999999994
NumPy density matrix,Accelerated-response,17,0.75,0.1,0.03849293970892625,0.015457872633043485,0.014372134660750168,0.010666894088062985,0.007204721606109105,0.005000000000000003,0.0020000000000000013,0.0010000000000000002,0.007204721606109105,0.0010000000000000002,0.007197516884502995,0.0009927952783938907,0.9999999999999994
NumPy density matrix,Accelerated-response,18,0.8333333333333334,0.15,0.043372707582585074,0.015919881750480737,0.01484240787304822,0.010728504990352099,0.007426566421210115,0.004999999999999998,0.002,0.0009999999999999996,0.007426566421210115,0.0009999999999999996,0.0074191398547889045,0.00099257343357879,0.9999999999999996
NumPy density matrix,Accelerated-response,19,0.9166666666666666,0.2,0.04905815344272754,0.016543889796483358,0.015360686845627263,0.010793491515805066,0.007660658646973611,0.005000000000000001,0.0020000000000000005,0.000999999999999999,0.007660658646973611,0.000999999999999999,0.007652997988326635,0.0009923393413530258,0.9999999999999992
NumPy density matrix,Accelerated-response,20,1.0,0.25,0.055635428718714894,0.017337736331540385,0.015934036124220036,0.010862063395582789,0.007907473294267301,0.005000000000000004,0.0019999999999999987,0.0010000000000000009,0.007907473294267301,0.0010000000000000009,0.007899565820973047,0.0009920925267057333,0.9999999999999997
NumPy density matrix,Accelerated-response,21,1.0,0.3,0.06259783256224612,0.01831154031355852,0.016567565205259295,0.010934451824059433,0.008167540753198246,0.005000000000000001,0.0019999999999999996,0.0010000000000000007,0.008167540753198246,0.0010000000000000007,0.008159373212445049,0.000991832459246802,0.9999999999999997
NumPy density matrix,Accelerated-response,22,1.0,0.35,0.06993806085172315,0.019477674671089275,0.01726664377891862,0.011010910649901466,0.008441451270303326,0.0050000000000000044,0.001999999999999998,0.001,0.008441451270303326,0.001,0.008433009819033024,0.0009915585487296967,0.9999999999999992
NumPy density matrix,Accelerated-response,23,1.0,0.4,0.07764841536820986,0.02085073412895286,0.018036906621610067,0.011091717550372191,0.008729859545552037,0.004999999999999999,0.0020000000000000005,0.0009999999999999994,0.008729859545552037,0.0009999999999999994,0.008721129686006489,0.000991270140454447,0.9999999999999994
NumPy density matrix,Accelerated-response,24,1.0,0.45,0.0857208122314596,0.02244749555101918,0.01888425989070824,0.011177175185523504,0.009033489442811696,0.005000000000000002,0.0019999999999999996,0.001,0.009033489442811696,0.001,0.009024455953368883,0.000990966510557188,0.999999999999999
NumPy density matrix,Accelerated-response,25,1.0,0.5,0.09414679075429708,0.024286869942814975,0.019814888706983246,0.011267612328477542,0.009353138806244464,0.005278703637433111,0.002000000000000001,0.0010000000000000005,0.009353138806244464,0.0010000000000000005,0.009343785667438221,0.0009906468611937556,0.9999999999999993
NumPy density matrix,Accelerated-response,26,1.0,0.55,0.10291752270508106,0.02638876028848239,0.020834858651650703,0.011363362076370483,0.00968968144477754,0.005691039043799006,0.001999999999999997,0.001,0.00968968144477754,0.001,0.009679991763332767,0.0009903103185552225,0.999999999999999
NumPy density matrix,Accelerated-response,27,1.0,0.6,0.11202383001085968,0.028773621646298618,0.021949983403765014,0.011464756594913786,0.010044067555546198,0.006249005903315088,0.0019999999999999987,0.001000000000000001,0.010044067555546198,0.001000000000000001,0.01003402348799066,0.0009899559324444544,0.9999999999999991
NumPy density matrix,Accelerated-response,28,1.0,0.65,0.12145620316731719,0.03146326455421953,0.023166136061052073,0.011572145477284034,0.010417325797882246,0.006965110174732688,0.0019999999999999966,0.0010000000000000002,0.010417325797882246,0.0010000000000000002,0.010406908472084373,0.0009895826742021172,0.9999999999999988
NumPy density matrix,Accelerated-response,29,1.0,0.7,0.13120481237156367,0.03448076741337909,0.024489227702863867,0.011685894515243002,0.010810564873091408,0.007852302229550313,0.0019999999999999996,0.000999999999999999,0.010810564873091408,0.000999999999999999,0.010799754308218312,0.0009891894351269075,0.9999999999999988
NumPy density matrix,Accelerated-response,30,1.0,0.75,0.14125951898293404,0.037850375456794164,0.02592518605426252,0.011806384251496488,0.01122497455484325,0.00892391039136797,0.001999999999999999,0.0009999999999999992,0.01122497455484325,0.0009999999999999992,0.011213749580288406,0.0009887750254451565,0.9999999999999988
NumPy density matrix,Accelerated-response,31,1.0,0.8,0.15160988729583286,0.04159738514640213,0.02747993428466863,0.0119340083304275,0.011661826117327814,0.010193570464309725,0.0019999999999999987,0.001000000000000001,0.011661826117327814,0.001000000000000001,0.011650164291210494,0.0009883381738826724,0.9999999999999989
NumPy density matrix,Accelerated-response,32,1.0,0.85,0.16224519660833644,0.045748012821781335,0.02915936997147923,0.01206917166957746,0.012122472111581118,0.011675151947507187,0.0019999999999999983,0.000999999999999999,0.012122472111581118,0.000999999999999999,0.012110349639469538,0.000987877527888418,0.999999999999999
NumPy density matrix,Accelerated-response,33,1.0,0.9,0.17315445356995307,0.05032924642100786,0.03096934425615118,0.012212288479533871,0.012608345444627269,0.013382681726764777,0.002,0.0010000000000000002,0.012608345444627269,0.0010000000000000002,0.012595737099182646,0.0009873916545553724,0.999999999999999
NumPy density matrix,Accelerated-response,34,1.0,0.95,0.18432640479164122,0.055368679110288956,0.032915641217478815,0.012363780165112206,0.013120957721394048,0.01533026610880056,0.0020000000000000018,0.0009999999999999987,0.013120957721394048,0.0009999999999999987,0.013107836763672649,0.0009868790422786055,0.9999999999999992
NumPy density matrix,Accelerated-response,35,1.0,1.0,0.19574954970090355,0.06089432369660956,0.035003957484181454,0.012524073145779952,0.013661896815791762,0.01753201211306752,0.001999999999999999,0.0009999999999999996,0.013661896815791762,0.0009999999999999996,0.01364823491897597,0.000986338103184208,0.9999999999999991
NumPy density matrix,Accelerated-response,36,1.0,1.0,0.20741215362450102,0.06663942882318585,0.03723737607530423,0.012693589573167097,0.014232803874308192,0.019997575258509585,0.0019999999999999987,0.0009999999999999996,0.014232803874308192,0.0009999999999999996,0.014218571070433885,0.0009857671961256917,0.9999999999999992
NumPy density matrix,Accelerated-response,37,1.0,1.0,0.2193022610810595,0.07259470448141575,0.03961858859567656,0.012872744625746082,0.014835366216629292,0.02273504555718464,0.0019999999999999983,0.0009999999999999992,0.014835366216629292,0.0009999999999999992,0.014820530850412664,0.00098516463378337,0.9999999999999993
NumPy density matrix,Accelerated-response,38,1.0,1.0,0.23140770926644122,0.07875068417633985,0.042149874883343,0.013061943991569725,0.015471309586318042,0.025750807014588734,0.0021789203382184333,0.001,0.015471309586318042,0.001,0.01545583827673172,0.0009845286904136814,0.9999999999999994
NumPy density matrix,Accelerated-response,39,1.0,1.0,0.24371614171421055,0.08509774705945695,0.04483308449157422,0.01326158158854668,0.016142389804404397,0.02904538474058194,0.002514813544686634,0.000999999999999999,0.016142389804404397,0.000999999999999999,0.016126247414600014,0.0009838576101955949,0.9999999999999991
NumPy density matrix,Accelerated-response,40,1.0,1.0,0.2562150221134353,0.09162622078064811,0.04766965600269965,0.01347203927698628,0.01685038423698414,0.032612458665340543,0.0030307472747444085,0.0009999999999999994,0.01685038423698414,0.0009999999999999994,0.01683353385274715,0.0009831496157630154,0.9999999999999991
NumPy density matrix,Accelerated-response,41,1.0,1.0,0.26889164788874215,0.09832648348387224,0.050660649626426656,0.013693687545362498,0.01759708332001599,0.036442326224045044,0.003749539876389478,0.0009999999999999998,0.01759708332001599,0.0009999999999999998,0.017579486236695977,0.0009824029166799837,0.9999999999999992
NumPy density matrix,Accelerated-response,42,1.0,1.0,0.2817331635097335,0.10518898544821559,0.053806754457999616,0.013926885396727134,0.01838428201159461,0.040521923537112786,0.004693326342372912,0.000999999999999999,0.01838428201159461,0.000999999999999999,0.018365897729583025,0.0009816157179884043,0.9999999999999991
NumPy density matrix,Accelerated-response,43,1.0,1.0,0.29472657387077666,0.11220426835672075,0.05710829786858297,0.014171980694156167,0.019213771280754844,0.04483490868723264,0.005883126755746863,0.0009999999999999985,0.019213771280754844,0.0009999999999999985,0.01919455750947409,0.0009807862287192445,0.9999999999999996
NumPy density matrix,Accelerated-response,44,1.0,1.0,0.30785875773171106,0.11936298223675673,0.060565256708852454,0.014429310949301227,0.020087329741280094,0.04936180760841302,0.007338429769542985,0.0009999999999999992,0.020087329741280094,0.0009999999999999992,0.02006724241153881,0.000979912670258719,0.9999999999999992
NumPy density matrix,Accelerated-response,45,1.0,1.0,0.32111648121058295,0.1266559001385921,0.06417726999401435,0.014699204525251246,0.02100671553643553,0.05408022170116123,0.009076803452753917,0.0009999999999999992,0.02100671553643553,0.0009999999999999992,0.02098570882089909,0.0009789932844635639,0.9999999999999993
NumPy density matrix,Accelerated-response,46,1.0,1.0,0.33448641131999585,0.13407393063924983,0.06794365273113916,0.014981982212896542,0.02197365857604543,0.05896509484827511,0.011113545162542782,0.0009999999999999998,0.02197365857604543,0.0009999999999999998,0.02195168491746941,0.0009780263414239539,0.999999999999999
NumPy density matrix,Accelerated-response,47,1.0,1.0,0.34795512953909935,0.14160812827652525,0.0718634105477555,0.015277959129204833,0.02298985322093628,0.06398903606712895,0.013461380980810938,0.001,0.02298985322093628,0.001,0.022966863367715352,0.0009770101467790632,0.9999999999999991
NumPy density matrix,Accelerated-response,48,1.0,1.0,0.3615091454135804,0.14924970203318727,0.07593525478394753,0.015587446876607887,0.024056951501566913,0.06912269263820488,0.01613022371644433,0.0009999999999999985,0.024056951501566913,0.0009999999999999985,0.02403289455006535,0.0009759430484984325,0.9999999999999989
NumPy density matrix,Accelerated-response,49,1.0,1.0,0.3751349101763033,0.15699002200380519,0.08015761771853576,0.01591075589534253,0.025176556947801767,0.07433516723790315,0.019126996576674035,0.0009999999999999985,0.025176556947801767,0.0009999999999999985,0.025151380390853954,0.0009748234430521976,0.9999999999999989
NumPy density matrix,Accelerated-response,50,1.0,1.0,0.3888188303813999,0.16482062438642384,0.0845237273363643,0.016248197935312503,0.02634806280045181,0.07959447141734155,0.022455527423440612,0.0012086736408261443,0.02634806280045181,0.0012086736408261443,0.026282617765629453,0.0011432286060037854,0.9999999999999988
NumPy density matrix,Accelerated-response,51,1.0,1.0,0.4025472815447103,0.1727332149484447,0.0890242201902587,0.016600068270510766,0.02756977536634252,0.08486793031890828,0.026107828742380712,0.0016831979389218832,0.02756977536634252,0.0016831979389218832,0.02740896087801786,0.0015223834505972307,0.9999999999999987
NumPy density matrix,Accelerated-response,52,1.0,1.0,0.4163066234122211,0.18071967168681813,0.09364705021665497,0.01696663933901006,0.02883884064248397,0.09012314778314202,0.030062667870149704,0.002470270295476367,0.02883884064248397,0.002470270295476367,0.028512238209732442,0.0021436678627248314,0.9999999999999989
NumPy density matrix,Accelerated-response,53,1.0,1.0,0.43008321575014546,0.18877203975254148,0.09837725332141159,0.017348154011610686,0.0301511015216245,0.09532910404047983,0.03429373272696039,0.0036136083727710848,0.0301511015216245,0.0036136083727710848,0.029572641302676728,0.003035148153823303,0.9999999999999988
NumPy density matrix,Accelerated-response,54,1.0,1.0,0.4438634346135832,0.1968825191732312,0.1031967741924329,0.01774481781026159,0.031500975804598826,0.10045686288074769,0.03877037814742458,0.005152492561473203,0.031500975804598826,0.005152492561473203,0.03056930077599852,0.004220817532872894,0.9999999999999987
NumPy density matrix,Accelerated-response,55,1.0,1.0,0.4576336890989902,0.20504345214249953,0.10808437955946347,0.018156790420357154,0.03288136543224897,0.10548026090511015,0.043458512160389456,0.007120427082444554,0.03288136543224897,0.007120427082444554,0.03148099214996676,0.0057200538001623375,0.9999999999999986
NumPy density matrix,Accelerated-response,56,1.0,1.0,0.4713804385337463,0.2132473102688928,0.11301567744252013,0.01858417675652417,0.03428360790112803,0.11037655863244944,0.04832158825451138,0.009543967111957248,0.03428360790112803,0.009543967111957248,0.032286951733381114,0.007547310944210308,0.9999999999999986
NumPy density matrix,Accelerated-response,57,1.0,1.0,0.4850902100338953,0.22148668215032294,0.1179632592299366,0.019027017896503545,0.035697480666220104,0.11512703184313446,0.05332166495603066,0.012441750617048955,0.035697480666220104,0.012441750617048955,0.03296777134443803,0.009712041295266882,0.9999999999999987
NumPy density matrix,Accelerated-response,58,1.0,1.0,0.49874961633936427,0.2297542616089618,0.12289697716393495,0.019485282243141912,0.03711126827455672,0.11971748089934164,0.05842049109543531,0.015823763592370758,0.03711126827455672,0.015823763592370758,0.03350632919785058,0.012218824515664627,0.9999999999999987
NumPy density matrix,Accelerated-response,59,1.0,1.0,0.5123453738155146,0.23804283688670963,0.1277843640089072,0.019958857306646285,0.03851189988172215,0.12413863614631161,0.0635805741682799,0.019690856805436575,0.03851189988172215,0.019690856805436575,0.03388870422804353,0.015067661151757965,0.9999999999999987
NumPy density matrix,Accelerated-response,60,1.0,1.0,0.5258643204917444,0.24634528106290074,0.13259119450567947,0.020447542514655633,0.03988516163016673,0.1283864391029571,0.06876619031970575,0.024034521677857166,0.03988516163016673,0.024034521677857166,0.03410501391461571,0.018254373962306163,0.9999999999999981
NumPy density matrix,Accelerated-response,61,1.0,1.0,0.5392934339929559,0.25465454391431336,0.13728218000701214,0.02095104345345737,0.04121598418099269,0.13246218215065642,0.07394429769883576,0.028836923181664715,0.04121598418099269,0.028836923181664715,0.03415011278155179,0.021771051782223844,0.9999999999999982
NumPy density matrix,Accelerated-response,62,1.0,1.0,0.5526198492089035,0.2629636453933838,0.14182177893777131,0.021468967917888385,0.04248880069223524,0.1363724938745287,0.07908532010083245,0.03407117911864268,0.04248880069223524,0.03407117911864268,0.03402409133424122,0.02560646976064865,0.9999999999999978
NumPy density matrix,Accelerated-response,63,1.0,1.0,0.5658308755404778,0.2712656708546031,0.14617509705407583,0.022000824099450672,0.04368796506920342,0.1401291630120559,0.08416377466653302,0.03970186822594938,0.04368796506920342,0.03970186822594938,0.03373252394581296,0.029746427102558898,0.999999999999998
NumPy density matrix,Accelerated-response,64,1.0,1.0,0.5789140135614015,0.27955376811232885,0.15030884360284272,0.022546021172804583,0.044798214841500344,0.14374880087504494,0.08915872554026312,0.04568574438468254,0.044798214841500344,0.04568574438468254,0.03328642906363075,0.03417395860681295,0.999999999999998
NumPy density matrix,Accelerated-response,65,1.0,1.0,0.5918569709389886,0.2878211463668094,0.15419230314073443,0.02310387245256765,0.04580515809516676,0.14725234973574422,0.09405405428991372,0.051972630791714595,0.04580515809516676,0.051972630791714595,0.03270192520927882,0.03886939790582666,0.9999999999999977
NumPy density matrix,Accelerated-response,66,1.0,1.0,0.6046476774685428,0.29606107699027845,0.15779827863552126,0.023673601189303048,0.04669576007773312,0.15066445248107818,0.09883854699685524,0.05850646612074714,0.04669576007773312,0.05850646612074714,0.031999589902435004,0.043810295945449024,0.9999999999999974
NumPy density matrix,Accelerated-response,67,1.0,1.0,0.6172742990925383,0.3042668961227504,0.1611039600788785,0.024254348961130746,0.04745880291762391,0.154012706231671,0.10350580663418876,0.06522647415244134,0.04745880291762391,0.06522647415244134,0.03120355348767451,0.048971224722491956,0.9999999999999974
NumPy density matrix,Accelerated-response,68,1.0,1.0,0.6297252507973239,0.3124320089887526,0.16409167450863069,0.024845186501907462,0.048085291746450445,0.15732682896465852,0.10805400711040133,0.07206842872476973,0.048085291746450445,0.07206842872476973,0.03034038312435372,0.05432352010267302,0.9999999999999976
NumPy density matrix,Accelerated-response,69,1.0,1.0,0.641989208306036,0.3205498958126985,0.16674947812213253,0.025445126695252795,0.04856878257457019,0.16063777289233822,0.11248551168652211,0.07896598674934646,0.04856878257457019,0.07896598674934646,0.029437831134766983,0.059835035309543226,0.9999999999999976
NumPy density matrix,Accelerated-response,70,1.0,1.0,0.654055118515655,0.3286141191826454,0.16907155881706257,0.026053139362646246,0.04890561149503181,0.16397682097657387,0.11680638303194525,0.08585206309333836,0.04890561149503181,0.08585206309333836,0.02852353411327599,0.06546998571158257,0.9999999999999977
NumPy density matrix,Accelerated-response,71,1.0,1.0,0.6659122086574705,0.3366183326903471,0.17105842749124436,0.026668167389582133,0.049095010871297376,0.16737470322953354,0.12102581478005213,0.09266022205079429,0.049095010871297376,0.09266022205079429,0.027623753077246502,0.07118896425674338,0.9999999999999977
NumPy density matrix,Accelerated-response,72,1.0,1.0,0.6775499941923608,0.34455629065995513,0.1727168879975356,0.027289143671450588,0.049139105562790386,0.17086076731628078,0.12515551506429817,0.0993260607400219,0.049139105562790386,0.0993260607400219,0.026762239942263795,0.0769491951194953,0.9999999999999976
NumPy density matrix,Accelerated-response,73,1.0,1.0,0.6889582854838543,0.3524218587683542,0.17405978784750947,0.027915008324040223,0.049042790254563845,0.17446223362053226,0.12920907130787262,0.10578856000512141,0.049042790254563845,0.10578856000512141,0.025959302346600956,0.08270507209715854,0.9999999999999974
NumPy density matrix,Accelerated-response,74,1.0,1.0,0.700127193321552,0.3602090253565802,0.17510556358860818,0.02854472559420377,0.048813496800480645,0.1782035587637975,0.133201322793824,0.11199137832918586,0.048813496800480645,0.11199137832918586,0.025231119032285594,0.08840900056099084,0.9999999999999976
NumPy density matrix,Accelerated-response,75,1.0,1.0,0.7110471333939854,0.36791191323340927,0.17587760528951174,0.02917729992429919,0.048460867405540314,0.18210592415029847,0.13714776364528736,0.11788406404358125,0.048460867405540314,0.11788406404358125,0.024589334128489983,0.09401253076653089,0.9999999999999973
NumPy density matrix,Accelerated-response,76,1.0,1.0,0.7217088298322794,0.37552479177830705,0.17640347295385547,0.029811790667685866,0.04799635482872889,0.18618685811464575,0.14106399423558386,0.12342316097113147,0.04799635482872889,0.12342316097113147,0.024040933713148985,0.09946773985555153,0.9999999999999973
NumPy density matrix,Accelerated-response,77,1.0,1.0,0.7321033179632175,0.3830420891605951,0.17671400337483276,0.030447325018334664,0.047432774151958956,0.19045999236460184,0.14496523416506535,0.12857318283176394,0.047432774151958956,0.12857318283176394,0.02358838485183066,0.10472879353163565,0.9999999999999974
NumPy density matrix,Accelerated-response,78,1.0,1.0,0.7422219464220396,0.3904584045040182,0.176842348663163,0.031083108800678463,0.04678383185043038,0.19493494626683622,0.14886590518191614,0.1333074325210149,0.04678383185043038,0.1333074325210149,0.02322999837073114,0.1097535990413156,0.9999999999999977
NumPy density matrix,Accelerated-response,79,1.0,1.0,0.7520563787811596,0.3977685198400775,0.17682298745370675,0.03171843486044154,0.04606365698704273,0.19961732662446213,0.15277928810678607,0.1376086439569113,0.04606365698704273,0.1376086439569113,0.022960463577334184,0.11450545054720271,0.9999999999999974
NumPy density matrix,Accelerated-response,80,1.0,1.0,0.7615985948510499,0.40496741170867984,0.17669074692898243,0.03235268889717015,0.04528635663443735,0.20450882627767378,0.1567172541677801,0.1414694267230076,0.04528635663443735,0.1414694267230076,0.022771496722448714,0.11895456681101893,0.9999999999999977
NumPy density matrix,Accelerated-response,81,1.0,1.0,0.7708408918041627,0.412050262280252,0.17647986882482408,0.032985352678455995,0.044465613563189975,0.20960740227216113,0.160690068281435,0.14489249727413703,0.044465613563189975,0.14489249727413703,0.022652544995157425,0.12307942870610444,0.9999999999999976
